Key;region_name;Station;lon;lat;Date;STN_TIME;Twilight;Net_Type;Mesh_Size(um);Net_Mouth_Dia(m);DEPTH_STRT;DEPTH_END;Bottom Depth(m);Volume Filtered(m3);CTD;NOTES;Pi;NumberOfSpecies;SumOfDiversity;ANNE:POLY: >> POLY larvae s1;ANNE:POLY: >> POLY s1;ANNE:POLY: >> POLY s2;ANNE:POLY: >> POLY s3;ARCR:: >> CIRRI s1;ARCR:: >> CRUST larvae s1;ARCR:AMPH:GAMM >> GAMM s1;ARCR:AMPH:GAMM >> GAMM s2;ARCR:AMPH:GAMM >> GAMM s3;ARCR:AMPH:HYPE >> HYPER s1;ARCR:AMPH:HYPE >> HYPER s2;ARCR:AMPH:HYPE >> HYPER s3;ARCR:CLAD: >> CLADO s1;ARCR:COPE: >> COPE other <2mm;ARCR:COPE: >> COPE other >2mm;ARCR:COPE: >> COPEN s1;ARCR:COPE:CALA >> CALA <1mm;ARCR:COPE:CALA >> CALA <3mm≥1mm;ARCR:COPE:CALA >> CALA <5mm≥3mm;ARCR:COPE:CALA >> CALA >5mm;ARCR:DECA:MYSI >> MYSID s1;ARCR:DECA:MYSI >> MYSID s2;ARCR:DECA:MYSI >> MYSID s3;ARCR:DECA:NANT >> CARID s1;ARCR:DECA:NANT >> CARID s2;ARCR:DECA:NANT >> CARID s3;ARCR:DECA:REPA >> DECA s1;ARCR:DECA:REPA >> DECA s2;ARCR:DECA:REPA >> DECA s3;ARCR:EUPH: >> EUPH eggs;ARCR:EUPH: >> EUPH s1;ARCR:EUPH: >> EUPH s2;ARCR:EUPH: >> EUPH s3;ARCR:ISOP: >> ISOPOD s1;ARCR:ISOP: >> ISOPOD s2;ARCR:ISOP: >> ISOPOD s3;ARCR:OSTR: >> OSTRA <3mm;ARCR:OSTR: >> OSTRA >3mm;CHAE:: >> CHAET s1;CHAE:: >> CHAET s2;CHAE:: >> CHAET s3;CHRO:: >> PROTO s1;CHRO:: >> PROTO s2;CNID:ANTH: >> ANTH s1;CNID:ANTH: >> ANTH s2;CNID:HYDR: >> MEDUS s1;CNID:HYDR: >> MEDUS s2;CNID:HYDR: >> MEDUS s3;CNID:HYDR:SIPH >> CALYC s1;CNID:HYDR:SIPH >> CALYC s2;CNID:HYDR:SIPH >> CALYC s3;CNID:HYDR:SIPH >> PHYS float >5mm;CNID:HYDR:SIPH >> PHYS s1;CNID:HYDR:SIPH >> PHYS s2;CNID:HYDR:SIPH >> PHYS s3;CNID:SCYF: >> SCYPH s1;CNID:SCYF: >> SCYPH s2;CNID:SCYF: >> SCYPH s3;CTEN:: >> CTENO s1;CTEN:: >> CTENO s2;CTEN:: >> CTENO s3;ECHI:: >> ECHIN s1;ECTO:: >> BRYOC s1;MOCE:OCTO: >> CEPH s1;MOCE:OCTO: >> CEPH s2;MOCE:OCTO: >> CEPH s3;MOGA:HETE: >> HETERO s1;MOGA:HETE: >> HETERO s2;MOGA:HETE: >> HETERO s3;MOGA:PTER: >> CLIO s1;MOGA:PTER: >> CLIO s2;MOGA:PTER: >> CLIO s3;MOGA:PTER: >> GYMNO s1;MOGA:PTER: >> GYMNO s2;MOGA:PTER: >> GYMNO s3;MOGA:PTER: >> LIM-- s0;MOGA:PTER: >> LIM-- s1;MOGA:PTER: >> LIM-- s2;MOGA:PTER: >> LIM-- s3;MOLL:: >> MOLL s1;UROC:LARV: >> LARVAC s1;UROC:LARV: >> LARVAC s2;UROC:LARV: >> LARVAC s3;UROC:THAL: >> DOLIO s1;UROC:THAL: >> DOLIO s2;UROC:THAL: >> DOLIO s3;UROC:THAL: >> SALP s1;UROC:THAL: >> SALP s2;UROC:THAL: >> SALP s3;VERT:PISC: >> PISCES egg s1;VERT:PISC: >> PISCES s1;VERT:PISC: >> PISCES s2;VERT:PISC: >> PISCES s3;XXXX >> Remainder
PBS1997005008501;Alaska Basin East;0205;-141.270;49.567;29 3 1997;1045;Daylight;SCOR VNH;333;0,56;150;0;3600;47.67;;Poor preservation, sample cloudy, some destruction of jellies and chaetognaths. ;3;24;2,116;0;0;0;0;0,03356;0;0;0;0;0;0;0;0;0,03458;0;0,0001;0,12999;3,21108;3,71554;3,54185;0;0;0;0;0;0;0;0;0;0,00554;0;0;0;0;0;0;0,10741;0;0,0188;0;0,13216;0,01659;0;0;0;0;0,07971;0;0,04605;0,03776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19971;0;0;0;0,00175;0,00336;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005008601A;Alaska Basin East;0206;-141.270;49.567;29 3 1997;1055;Daylight;Bongo VNH;253;0,56;150;0;3600;44.72;;Sample full of paint chips. ;3;29;2,162;0;0;0;0;0,02862;0;0;0;0;0;0;0;0;0,19198;0;0,00773;0,28931;3,29875;6,4508;5,85689;0;0;0;0;0;0;0;0;0;0,01825;0;0;1,34168;0,02576;0;0;0,22898;0;0;1,12701;5,63506;0,10504;0;0;0;0;0,33989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00093;0;0;0;0;0;0;0;0;0;0;0;0;0,42576;0;0;0;0,00558;0,04293;0;0;0;0;0;0;0;0;0,01431;0;0;0;0
PBS1997005008601B;Alaska Basin East;0206;-141.270;49.567;29 3 1997;1055;Daylight;Bongo VNH;253;0,56;150;0;3600;44.72;;Sample full of paint chips. ;3;23;1,979;0;0;0,01878;0;0;0;0;0;0;0;0;0;0;0,10583;0;0,00247;0,22942;2,51736;5,10912;3,03578;0;0;0;0;0;0;0;0;0;0,00912;0,01431;0,15098;0,87889;0;0;0;0;0;0;0,4025;3,31843;0,01073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00093;0,01431;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005008701;Alaska Basin East;0307;-141.253;49.550;29 3 1997;1110;Daylight;SCOR VNH;333;0,56;155;0;3600;66.20;;Samples full of paint chips. ;3;31;2,42;0;0;0,04109;0;0;0;0;0;0;0;0;0;0;0,00375;0;0;0,02698;1,29523;1,6725;4,4145;0;0;0;0;0;0;0;0;0;0,00399;0;0,03807;0,59372;0;0;0;0,07734;0;0,00508;0,66399;3,95468;0,00717;0;0;0;0;0,1148;0;0;0,02719;0;0;0;0;0;0;0;0;0;0;0;0;0,00079;0;0;0;0;0;0;0;0;0;0;0,21148;0;0,05136;0;0;0;0,00227;0,00604;0;0;0;0;0;0;0;0;0,00725;0;0;0;0
PBS1997005008801;Alaska Basin East;0308;-141.253;49.550;29 3 1997;1123;Daylight;NorPac VNH;333;0,42;151;0;3600;46.10;; ;3;27;2,476;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00316;0;0;0,02239;1,47341;1,36313;1,76052;0;0;0;0;0;0;0;0;0;0,00065;0;0,03662;0;0;0;0;0,0833;0;0,00121;0,51106;0,50108;0,01501;0;0;0;0;0,08243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00147;0;0;0;0;0;0;0;0;0;0,04338;0;0;0,01475;0;0;0;0,00258;0,00434;0;0;0;0;0;0;0;0;0,00174;0;0,50586;0;0
PBS1997005008901A;Alaska Basin East;0309;-141.250;49.550;29 3 1997;1136;Daylight;Bongo VNH;253;0,56;144;0;3600;40.00;; ;3;29;2,242;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34112;0;0,01968;0,47296;7,936;8,522;7,934;0;0;0;0;0;0;0;0;0;0,0672;0;0;2,4826;0,0288;0;0;1,024;0;0;1,302;7,545;0,1168;0;0;0;0;0,19;0;0,10976;0,045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00832;0,048;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005008901B;Alaska Basin East;0309;-141.257;49.550;29 3 1997;1136;Daylight;Bongo VNH;253;0,56;144;0;3600;40.00;; ;3;35;2,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0,41104;0;0,01536;0,89632;5,312;5,798;5,34;0;0;0;0;0;0;0;0;0;0,0528;0;0;0,75;0,0288;0;0;0,256;0;0,0448;1,038;6,32;0,0944;0;0;0;0;0;0;0;0,045;0;0;0;0;0;0;0;0;0;0;0;0;0,00416;0;0;0;0;0;0;0;0;0;0;0;0;0,272;0;0;0;0,0208;0,016;0;0;0;0;0;0;0;0;0;0,18;0;0;0
PBS1997005009301;Alaska Basin East;0513;-141.272;49.545;29 3 1997;1341;Daylight;SCOR VNH;333;0,56;140;0;3600;71.60;;Samples full of paint chips. ;3;24;2,039;0;0;0;0;0;0;0;0;0;0;0,13128;0;0;0,00637;0;0;0,05511;1,99052;3,21117;1,67151;0;0;0;0;0;0;0;0;0;0,00285;0;0;0;0;0;0;0,04469;0;0,00626;0,26145;1,35319;0,00011;0;0;0;0;0,05307;0;0;0,01257;0;0;0;0;0;0;0;0;0;0;0;0;0,00058;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07151;0;0;0,00174;0,00559;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005009401;Alaska Basin East;0514;-141.278;49.543;29 3 1997;1358;Daylight;NorPac VNH;333;0,42;140;0;3600;20.68;;Several pseudoconches but no Corolla in sample. ;3;22;2,406;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00382;0;0;0,02465;0,95715;0,15184;2,67311;0;0;0;0;0;0;0;0;0;0,00029;0;0;0;0;0;0;0,0619;0;0;0,56576;1,55706;0,0263;0;0;0;0,01209;0;0;0;0,06528;0;0;0;0;0;0;0;0;0;0;0;0;0,00138;0;0;0;0;0;0;0;0;0;0;0;0;0;0,43327;0;0;0,00302;0,0058;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005009501A;Alaska Basin East;0515;-141.282;49.543;29 3 1997;1411;Daylight;Bongo VNH;253;0,56;121;0;3600;64.03;; ;3;27;2,318;0;0;0;0;0;0;0;0;0;0;0;0;0;0,10635;0;0,0009;0,20927;1,62474;4,22302;2,67625;0;0;0;0;0;0;0;0;0;0,03224;0,01999;0;0,46853;0,01799;0;0;0,03998;0;0;0,51725;2,62377;0,04898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38232;0;0;0;0,0104;0,01;0;0;0;0;0;0;0;0;0,01;0;0;0;0
PBS1997005009501B;Alaska Basin East;0515;-141.283;49.543;29 3 1997;1411;Daylight;Bongo VNH;253;0,56;121;0;3600;64.03;; ;3;29;2,373;0;0;0,02124;0;0;0;0;0;0;0;0;0;0;0,1065;0;0,0015;0,26044;2,73371;5,71482;2,54881;0;0;0;0;0;0;0;0;0;0,02174;0;0,03936;0,61384;0,009;0;0;0,07996;0;0;0,46103;2,09865;0,02599;0;0;0;0;0,35608;0;0;0,02811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,33984;0;0;0;0,0016;0,02499;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005009601;Alaska Basin East;0616;-141.290;49.542;29 3 1997;1422;Daylight;SCOR VNH;333;0,56;135;0;3600;75.66;;Part of the sample looks to be scraped off the net, sample is full of paint chips. ;3;26;2,424;0;0;0;0;0;0;0;0;0;0,02506;0;0;0;0,01046;0;0;0,04144;1,52873;2,31245;6,35474;0;0;0;0;0;0;0;0;0;0,00397;0;0;0;0;0;0;0,08459;0;0,00888;1,77637;4,58895;0,01358;0;0;0;0;0,4018;0;0;0,04758;0;0;0;0;0;0;0;0;0;0;0;0;0,00055;0;0;0;0;0;0;0;0;0;0,05287;0;0;0,1438;0;0;0;0,00165;0,00423;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005009701;Alaska Basin East;0617;-141.290;49.542;29 3 1997;1431;Daylight;NorPac VNH;333;0,42;140;0;3600;21.08;; ;3;22;2,673;0;0;0;0;0;0;0;0;0;0,04497;0;0;0;0,0149;0;0;0,10297;1,77099;3,2239;4,51044;0;0;0;0;0;0;0;0;0;0,00683;0,00759;0;0;0;0;0;0,16698;0;0;0,70019;4,28368;0,01518;0;0;0;0;0;0;0;0,17078;0;0;0;0;0;0;0;0;0;0;0;0;0,00321;0;0;0;0;0;0;0;0;0;0;0;0;0,16129;0;0;0;0,00524;0,01518;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005009801A;Alaska Basin East;0618;-141.290;49.542;29 3 1997;1443;Daylight;Bongo VNH;253;0,56;137;0;3600;33.70;;Sample thick with Chaetoceros. ;3;27;2,036;0;0;0,04036;0;0;0;0;0;0;0;0;0;0;0,145;0;0,001;0,35648;1,25199;2,62078;2,7098;0;0;0;0;0;0;0;0;0;0,01424;0;0;0;0;0;0;0,15193;0;0;0,63382;1,29175;0,04672;0;0;0;0;0;0;0;0,02671;0;0;0;0;0;0;0;0;0;0;0;0;0,00123;0;0;0;0;0;0;0;0;0;0;0;0;0,04036;0;0;0;0;0,03323;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005009801B;Alaska Basin East;0618;-141.290;49.542;29 3 1997;1443;Daylight;Bongo VNH;253;0,56;137;0;3600;33.70;;Sample thick with Chaetoceros and paint chips. ;3;23;2,025;0;0;0;0;0;0;0;0;0;0;0;0;0;0,21299;0;0,00399;0,35656;1,43479;2,48783;3,74362;0;0;0;0;0;0;0;0;0;0,03276;0;0,07478;0;0;0;0;0,22789;0;0;0,79762;2,26042;0,02184;0;0;0;0;0,45104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00741;0,02849;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005009901;Alaska Basin East;0719;-141.290;49.542;29 3 1997;1453;Daylight;NorPac VNH;333;0,42;115;0;3600;24.13;;Chunks of jelly and tentacles which appear to have originally been Solmissus. ;3;24;2,454;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01591;0;0;0,04043;1,96086;5,4339;4,66474;0;0;0;0;0;0;0;0;0;0,00622;0;0;0;0;0;0;0,11935;0;0,01392;0,7012;1,47949;0,00398;0;0;0;0;0,31496;0;0,01137;0,0373;0;0;0;0;0;0;0;0;0;0;0;0;0,00108;0;0;0;0;0;0;0;0;0;0;0;0;0,07045;0;0;0;0,00395;0,00663;0;0;0;0;0;0;0;0;0;0;0;0;0
PBS1997005010001;Alaska Basin East;0720;-141.282;49.542;29 3 1997;1503;Daylight;SCOR VNH;333;0,56;130;0;3600;45.05;; ;3;26;2,483;0;0;0,00932;0;0;0;0;0;0;0;0;0;0;0,02291;0;0;0,05752;2,11479;3,18136;4,20954;0;0;0;0;0;0;0;0;0;0,0016;0;0;0;0;0;0;0,11365;0;0,0174;0,41412;3,61446;0,00373;0;0;0;0;0;0;0,02436;0;0,12253;0;0;0;0;0;0;0;0;0;0;0;0,00046;0;0;0;0;0;0;0;0;0;0;0;0;0,21132;0;0;0;0,00103;0,01953;0;0;0;0;0;0;0;0;0;1,27858;0;0,94562;0
PBS1997005010101A;Alaska Basin East;0721;-141.282;49.543;29 3 1997;1513;Daylight;Bongo VNH;253;0,56;138;0;3600;48.53;; ;3;32;2,49;0;0;0,02802;0;0;0;0;0;0;0;0,17309;0;0;0,12879;0;0,00178;0,33351;1,77638;7,68678;6,47022;0;0;0;0;0;0;0;0;0;0,04253;0;0;0;0,02967;0;0;0,15825;0;0,00923;0,66268;2,82712;0,12884;0;0;0;0;0,31321;0;0;0,03709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1121;0;0;0;0,00554;0,03297;0;0;0;0;0;0;0;0;0;0;0,96106;0;0
PBS1997005010101B;Alaska Basin East;0721;-141.282;49.543;29 3 1997;1513;Daylight;Bongo VNH;253;0,56;138;0;3600;48.53;; ;3;29;2,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0,27366;0;0,00317;0,57538;2,54259;10,27753;7,01422;0;0;0;0;0;0;0;0;0;0,0633;0;0;0;0;0;0;0;0;0,01846;0,52421;4,55801;0,04484;0;0;0;0;0;0;0;0,07418;0;0;0;0;0;0;0;0;0;0;0;0;0,00343;0;0;0;0;0;0;0;0;0;0;0;0;0,56048;0;0;0;0,00343;0,03956;0;0;0;0;0;0;0;0;0;0;0,96106;0;0
IOS1997007001301;Northern Vancouver Island Offshore;LBP7;-128.187;49.873;10 4 1997;2020;Daylight;Bongo VNH;236;0,56;249;0;2158;53.46;53; ;2;45;1,943;0;0;0;0;0;0;0;0;0;0;0;0;0;0,18257;0;0,00036;0,5783;11,30181;1,36282;1,13955;0;0;0;0;0;0;0;0;0;0,00539;0;0;1,53984;0;0;0;0,14366;0;0;0,22776;4,32623;0;0;0;0;0;0,07108;1,65177;0;0;0,19454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01197;0,01616;0;0;0;0,01871;0;0;0;0,01197;0;0;0;0
IOS1997011000401;Northern Vancouver Island Offshore;P12;-130.667;48.970;8 6 1997;0110;Night;Bongo VNH;236;0,56;149;0;3200;38.75;31; ;2;48;2,921;0;0;1,40387;1,40387;0;0;0;0;0;0,48062;0;0;0;0,09744;0;0;1,23972;8,41662;34,58478;36,78968;0;0;0;0;0,26839;0;0;0;0;0,01982;0,19819;0;2,66735;0;0;0;1,71768;0;0;1,11153;2,89032;0,35245;0;0;0;0;1,56903;8,67097;0;0,48723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,82581;0;0;0,70194;0;0;0;0,00859;0,01652;0,26756;0;2,44439;1,81677;0;0;0;3,55097;0;5,94581;9,6289;0;0
IOS1997011000701;Alaska Basin East;P20;-138.667;49.550;12 6 1997;0005;Night;Bongo VNH;236;0,56;139;0;3970;40.58;61; ;2;34;2,549;0;0;0,06703;2,01084;0;0;0;0;0;0,18689;0;0;0;0,05756;0;0;0,14147;2,12085;43,81957;25,41942;0;0;0;0;0;0;0;0;0;0,00237;0;0,29453;5,81134;0,02839;0;0;0,88319;0;0,03312;0,46131;4,89897;0,31638;0;0;0;0;0,37457;1,26959;0;0,46525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,39428;0;0;1,20651;0;0;0;0;0,01577;0;0;0,20503;0;0,207;0;0;0;0;0;2,29867;0;0
IOS1997011000901;Alaska Basin East;P26;-145.000;50.000;15 6 1997;0105;Night;Bongo VNH;236;0,56;148;0;4250;56.45;81; ;2;42;2,412;0,00624;0;0;0;0;0;0;0;0;0;0,33304;0,0992;0;0,06915;0;0;0,02607;0,87241;3,17908;3,56988;0;0;0;0;0;0;0;0;0;0,00255;0;0,3774;0;0,0051;0;0;0,06802;0;0;0,29137;9,42427;0,04439;0;0;0;0;0,13463;0,22817;0;0,25084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,56687;0;0;0,02409;0;0;0;0;0,0085;0;0,0992;0;0;0;0;0;0,85031;0,00567;0;0;0;0
IOS1997011001201;Alaska Basin East;P26;-145.000;50.000;16 6 1997;1815;Daylight;SCOR VNH;333;0,56;145;0;1500;31.44;92;Flowmeter broken, volume = line out  * net mouth area * 85%. ;2;35;2,687;0;0,00408;0,02163;0;0;0;0;0;0;0,01508;0,29898;1,39185;0;0,00413;0;0;0,00451;0,6115;3,73037;4,12087;0;0;0;0;0;0;0;0;0;0,00153;0,03053;0,14873;0;0;0;0;0,02036;0;0;0,3145;8,51781;0,00229;0;0;0;0;0,24173;0,20483;0;0,07506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,22265;0;0;0,1514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS1997011001301;Alaska Basin East;P26;-145.000;50.000;16 6 1997;1825;Daylight;NorPac VNH;335;0,44;145;0;1500;20.26;92; ;2;32;2,753;0;0,03811;0;0;0;0;0;0;0;0;0,23198;0;0;0,00839;0;0;0,02551;0,75885;8,07426;5,21421;0;0;0;0;0;0;0;0;0;0,00059;0,06318;0,1154;0,485;0;0;0;0,07897;0;0;0,23633;6,57888;0,013;0;0;0;0,04936;0,18756;0,15893;0;0,11649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,29615;0;0;0,21816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS1997011001401A;Alaska Basin East;P26;-145.000;50.000;16 6 1997;1845;Daylight;Bongo VNH;236;0,56;141;0;1500;31.45;92;Lost cod end from other net. ;2;34;2,849;0,00509;0,01775;0;0;0;0;0;0;0;0;0;0;0;0,00258;0;0,00002;0,00239;0,18396;2,57707;3,6566;0;0;0;0;0;0;0;0;0;0,00067;0,01272;0;0;0,00515;0;0;0,0407;0;0;0,09106;5,45729;0,00955;0;0;0;0,0159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00017;0;0;0;0;0;0;0;0;0;1,01749;0;0;0,11351;0;0;0;0,00017;0;0;0;0;0;0;0;0;3,55485;0;0,11447;0;0;0
IOS1997011001501A;Alaska Basin East;P26;-145.000;50.000;16 6 1997;1905;Daylight;Bongo VNH;236;0,56;141;0;1500;52.11;92;Volume seems a bit high. ;2;31;2,8;0,00614;0,00652;0,01305;0;0;0;0;0;0;0,03638;0,0806;0;0;0,00372;0;0;0,01577;0,31281;3,989;3,15947;0;0;0;0;0;0;0;0;0;0,00023;0,02149;0,03239;1,13138;0;0;0;0,01842;0;0;0,10624;3,06275;0,01644;0;0;0;0;0,14585;0;0;0,11322;0;0;0;0;0;0;0;0;0;0;0;0;0,0003;0;0;0;0;0;0;0;0;0;0,15352;0;0;0,0783;0;0;0;0;0;0;0;0;0;0;0;0;0,82518;0;0;0;0;0
IOS1997011001501B;Alaska Basin East;P26;-145.000;50.000;16 6 1997;1905;Daylight;Bongo VNH;236;0,56;141;0;1500;52.11;92; ;2;31;2,754;0;0;0,00806;0;0;0;0;0;0;0,10915;0,34159;0,12589;0;0,00879;0;0;0,01971;0,69621;9,39384;3,63539;0;0;0;0;0;0;0;0;0;0,00276;0,07369;0,13963;0,50977;0;0;0;0,06141;0;0;0,22998;6,23296;0,02812;0;0;0;0;0,29169;0;0;0,2038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,22606;0,13433;0;0,23489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS1997011001601;Alaska Basin East;P26;-145.000;50.000;16 6 1997;1927;Daylight;NorPac VNH;236;0,42;147;0;1500;21.01;92; ;2;31;2,512;0,00762;0,00409;0,03237;0;0;0;0;0;0;0,02256;0;0;0;0,00024;0;0;0,01674;0,40714;6,01619;6,80628;0;0;0;0;0;0;0;0;0;0,00029;0,01523;0,22066;0;0;0;0;0,05331;0;0;0,30842;4,59781;0,00071;0;0;0;0;0,18087;0,30652;0;0,16849;0;0;0;0;0;0;0;0;0;0,16183;0;0;0;0;0;0;0;0;0;0;0;0;0,23798;0;0;0,22656;0;0;0;0;0;0;0;0;0;0;0;0;2,45597;0;0;0;0;0
IOS1997011001701;Alaska Basin East;P26;-145.000;50.000;16 6 1997;1940;Daylight;SCOR VNH;333;0,56;141;0;1500;30.68;92; ;2;34;2,613;0;0;0,04433;0;0;0;0;0;0;0;0,61278;0;0;0,00033;0;0;0,0331;0,79647;8,32765;14,43285;0;0;0;0;0;0;0;0;0;0,00313;0,05946;0,08475;1,43416;0;0;0;0,05215;0;0;0,31864;15,33246;0,00263;0;0;0;0;0;0,41982;0;0,23077;0;0;0;0;0;0;0;0;0;0;0;0;0,00017;0;0;0;0;0;0;0;0;0;0,59974;0;0;0,44329;0;0;0;0;0;0;0;0;0;0;0;0;0,29335;0,00261;0;0;0;0
IOS1997011001801;Alaska Basin East;P26;-145.000;50.000;16 6 1997;2010;Daylight;SCOR VNH;333;0,56;145;0;1500;31.44;92;Flowmeter busted, volume = line out * net mouth area * 85%. ;2;29;2,291;0;0;0,06998;0;0;0;0;0;0;0,00687;1,13231;0;0;0,00318;0;0;0,01295;0,42138;15,76444;14,51654;0;0;0;0;0;0;0;0;0;0;0,04071;0;2,20433;0;0;0;0,02036;0;0;0,37354;13,72417;0,00025;0;0;0;0,03181;0,24173;0,40967;0;0,07506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34351;0;0;0,19466;0;0;0;0;0;0;0;0;0;0;0;0;0,14313;0,00254;0;0;0;0
IOS1997011001901;Alaska Basin East;P26;-145.000;50.000;16 6 1997;2036;Daylight;NorPac VNH;336;0,42;145;0;1500;19.04;92; ;2;29;2,691;0;0,00441;0,03571;0;0;0;0;0;0;0;0;0;0;0,01155;0;0;0,05205;0,42058;8,60343;18,36344;0;0;0;0;0;0;0;0;0;0,00126;0,10084;0,15484;0;0;0;0;0,10084;0;0;0,22521;13,30882;0,03227;0;0;0;0;0,39916;1,01471;0;0,2479;0;0;0;0;0;0;0;0;0;0;0;0;0,00109;0;0;0;0;0;0;0;0;0;0,73529;0;0;0,21429;0;0;0;0;0,0021;0;0,14706;0;0;0;0;0;0;0;0;0;0;0
IOS1997011002001A;Alaska Basin East;P26;-145.000;50.000;16 6 1997;2045;Daylight;Bongo VNH;236;0,56;141;0;1500;52.74;92;Volume seems a bit high. ;2;29;2,561;0;0,00652;0,02579;0;0;0;0;0;0;0;0;0,42321;0;0,00819;0;0;0,06424;0,41176;13,00315;9,71104;0;0;0;0;0;0;0;0;0;0,00091;0,10315;0;0;0;0;0;0;0;0;0,26576;5,81342;0,07406;0;0;0;0;0,28821;0;0;0,17899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,68259;0;0;0,42548;0;0;0;0;0;0;0;0;0;0;0;0;0,08532;0;0;0;0;0
IOS1997011002001B;Alaska Basin East;P26;-145.000;50.000;16 6 1997;2045;Daylight;Bongo VNH;236;0,56;141;0;1500;52.74;92;Volume seems a bit high. ;2;28;2,646;0,03641;0,00971;0,12893;0;0;0;0;0;0;0;0,15927;0;0;0,00357;0;0;0,03754;2,64984;6,30261;10,88055;0;0;0;0;0;0;0;0;0;0;0,01214;0,0986;0;0;0;0;0,03641;0;0;0,22965;4,35343;0,01942;0;0;0;0;0,43231;0,48843;0;0,0895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,51688;0;0;0,29655;0;0;0;0;0;0;0;0;0;0;0;0;0,3413;0;0;0;0;0
IOS1997032000201;Alaska Basin East;OS97115;-149.595;52.867;3 7 1997;0943;Daylight;NorPac VNH;335;0,42;150;0;7400;19.46;115; ;2;16;2,179;0;0;0;0;0;0,00189;0;0;0;0;0;0;0;0,00078;0;0;0,02212;0,81283;0,6778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IOS1997032000301;Alaska Basin East;OS97115;-149.595;52.867;3 7 1997;0955;Daylight;NorPac VNH;335;0,42;150;0;7400;19.01;115; ;2;12;1,767;0;0;0;0;0;0,00034;0;0;0;0;0;0;0;0,00045;0;0;0,02078;0,9557;1,01631;0,17044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,55213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
